Rndrng_Prvdr_CCN,Rndrng_Prvdr_Org_Name,Rndrng_Prvdr_St,Rndrng_Prvdr_City,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Tot_Benes,Tot_Submtd_Cvrd_Chrg,Tot_Pymt_Amt,Tot_Mdcr_Pymt_Amt,Tot_Dschrgs,Tot_Cvrd_Days,Tot_Days,Bene_Avg_Age,Bene_Age_LT_65_Cnt,Bene_Age_65_74_Cnt,Bene_Age_75_84_Cnt,Bene_Age_GT_84_Cnt,Bene_Feml_Cnt,Bene_Male_Cnt,Bene_Race_Wht_Cnt,Bene_Race_Black_Cnt,Bene_Race_API_Cnt,Bene_Race_Hspnc_Cnt,Bene_Race_NatInd_Cnt,Bene_Race_Othr_Cnt,Bene_Dual_Cnt,Bene_Ndual_Cnt,Bene_CC_BH_ADHD_OthCD_V1_Pct,Bene_CC_BH_Alcohol_Drug_V1_Pct,Bene_CC_BH_Tobacco_V1_Pct,Bene_CC_BH_Alz_NonAlzdem_V2_Pct,Bene_CC_BH_Anxiety_V1_Pct,Bene_CC_BH_Bipolar_V1_Pct,Bene_CC_BH_Mood_V2_Pct,Bene_CC_BH_Depress_V1_Pct,Bene_CC_BH_PD_V1_Pct,Bene_CC_BH_PTSD_V1_Pct,Bene_CC_BH_Schizo_OthPsy_V1_Pct,Bene_CC_PH_Asthma_V2_Pct,Bene_CC_PH_Afib_V2_Pct,Bene_CC_PH_Cancer6_V2_Pct,Bene_CC_PH_CKD_V2_Pct,Bene_CC_PH_COPD_V2_Pct,Bene_CC_PH_Diabetes_V2_Pct,Bene_CC_PH_HF_NonIHD_V2_Pct,Bene_CC_PH_Hyperlipidemia_V2_Pct,Bene_CC_PH_Hypertension_V2_Pct,Bene_CC_PH_IschemicHeart_V2_Pct,Bene_CC_PH_Osteoporosis_V2_Pct,Bene_CC_PH_Parkinson_V2_Pct,Bene_CC_PH_Arthritis_V2_Pct,Bene_CC_PH_Stroke_TIA_V2_Pct,Bene_Avg_Risk_Scre
340090,Johnston Health,509 Bright Leaf Blvd,Smithfield,27577,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1928,121340441,31493745,26532348,2654,12363,12687,75.02126556,250,604,668,406,1051,877,1606,243,,51,,21,498,1430,0.0108921162,0.148340249,0.2276970954,0.2442946058,0.4216804979,0.0845435685,0.4294605809,0.40093361,0.0197095436,0.0300829876,0.0544605809,0.1281120332,0.3526970954,0.1981327801,0.4616182573,0.4056016598,0.4989626556,0.4605809129,0.75,0.75,0.5669087137,0.1426348548,0.0316390041,0.6291493776,0.1851659751,2.0691142111
340091,The Moses H Cone Memorial Hospital,1200 N Elm St,Greensboro,27401,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5128,313834065,118698757,93707832,6978,33683,35402,74.580928237,721,1718,1581,1108,2756,2372,3791,1117,66,76,,,1127,4001,0.0138455538,0.1109594384,0.1694617785,0.2098283931,0.3804602184,0.0698127925,0.392550702,0.3648595944,0.0120904836,0.0196957878,0.0528471139,0.1333853354,0.3371684867,0.2152886115,0.4627535101,0.3051872075,0.4426677067,0.4286271451,0.75,0.75,0.4621684867,0.1567862715,0.0288611544,0.5360764431,0.2102184087,2.1609836094
340096,Lexington Memorial Hospital Inc,250 Hospital Drive Po Box 1817,Lexington,27293,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",536,26333234,8383207,7065453,697,2884,3023,75.309701493,67,168,191,110,314,222,473,44,,,,,146,390,0.0130597015,0.0839552239,0.2388059701,0.2276119403,0.3992537313,0.0485074627,0.4682835821,0.427238806,0.0111940299,0.0205223881,0.0447761194,0.1007462687,0.3451492537,0.1735074627,0.4421641791,0.3955223881,0.4402985075,0.4253731343,0.75,0.75,0.4179104478,0.1604477612,0.0205223881,0.572761194,0.1679104478,1.7008846809
340097,Hugh Chatham Memorial Hospital,180 Parkwood Dr,Elkin,28621,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",548,26585970,7661139,6475610,681,3224,3247,74.96350365,71,194,172,111,300,248,530,,,,,,147,401,0.0109489051,0.1332116788,0.2645985401,0.2189781022,0.4142335766,0.1240875912,0.4124087591,0.3923357664,0.0054744526,0.0164233577,0.052919708,0.0802919708,0.3448905109,0.1660583942,0.3248175182,0.3686131387,0.454379562,0.3448905109,0.7244525547,0.75,0.4087591241,0.1040145985,0.045620438,0.5894160584,0.1660583942,1.6146983137
340098,Atrium Health Pineville,10628 Park Rd,Charlotte,28210,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4255,334710320,66907912,54192636,5411,29061,30064,76.384018801,359,1348,1603,945,2323,1932,3468,536,60,88,,,482,3773,0.0117508813,0.0961222092,0.1360752056,0.2326674501,0.3656874266,0.0434782609,0.3623971798,0.3398354877,0.0150411281,0.0204465335,0.0312573443,0.1240893067,0.3701527615,0.2155111633,0.4242068155,0.2636897767,0.3936545241,0.3642773208,0.75,0.75,0.4681551116,0.178613396,0.0458284371,0.5001175088,0.2103407756,1.8814409437
340099,Vidant Roanoke Chowan Hospital,500 S Academy St,Ahoskie,27910,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",702,27647774,11352768,9321743,950,5186,5277,74.762108262,92,238,230,142,395,307,388,299,,,,,268,434,0.0142450142,0.1396011396,0.2393162393,0.3048433048,0.3846153846,0.0527065527,0.3803418803,0.3447293447,0.0299145299,0.0341880342,0.0883190883,0.1353276353,0.3404558405,0.1923076923,0.49002849,0.339031339,0.5227920228,0.4444444444,0.75,0.75,0.3760683761,0.1025641026,0.0341880342,0.6153846154,0.2207977208,1.8816747011
340107,Vidant Edgecombe Hospital,111 Hospital Dr,Tarboro,27886,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",625,29686336,10819846,9261555,777,3885,3969,75.8688,77,196,197,155,354,271,365,249,,,,,251,374,0.0048,0.128,0.2112,0.2736,0.3584,0.0304,0.3472,0.3264,0.0144,0.0128,0.0464,0.1232,0.3472,0.208,0.584,0.3216,0.5152,0.488,0.75,0.75,0.472,0.1424,0.0128,0.6016,0.2256,2.4363782384
340109,Sentara Albemarle Medical Center,1144 N Road St,Elizabeth City,27909,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1209,72239083,25126704,22387751,1672,7755,7937,75.066170389,138,436,388,247,633,576,926,245,,,,22,302,907,0.0099255583,0.1083540116,0.2150537634,0.2390405294,0.3854425145,0.0578990902,0.3854425145,0.3622828784,0.0215053763,0.0223325062,0.0454921423,0.1248966088,0.4069478908,0.2092638544,0.4483043838,0.4102564103,0.5128205128,0.4987593052,0.75,0.75,0.4863523573,0.1141439206,0.0281224152,0.5401157982,0.1927212572,2.266272271
340113,Carolinas Medical Center/Behav Health,1000 Blythe Blvd,Charlotte,28203,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6616,973062157,236369323,174783255,8518,60311,63733,71.862908102,1122,2560,2018,916,3267,3349,4771,1429,88,143,,,1388,5228,0.0146614268,0.1333131802,0.1704957678,0.1836457074,0.3545949214,0.0581922612,0.3763603386,0.3477932285,0.0214631197,0.0255441354,0.0470072551,0.1109431681,0.319528416,0.2123639661,0.3957073761,0.2431983071,0.3926844015,0.3343409915,0.75,0.75,0.4053808948,0.1396614268,0.0335550181,0.4805018138,0.2173518742,2.1301770895
340114,Rex Hospital,4420 Lake Boone Trail,Raleigh,27607,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6282,405686920,124708076,103688317,8324,44695,46234,76.154727794,486,2135,2318,1343,3276,3006,5116,859,72,79,,,748,5534,0.0098694683,0.0978987584,0.1388092964,0.2020057307,0.3673989175,0.0452085323,0.3562559694,0.3342884432,0.0187838268,0.0205348615,0.0316778096,0.1289398281,0.3815663801,0.2355937599,0.4490608087,0.288283986,0.4253422477,0.4458771092,0.75,0.75,0.5326329195,0.1671442216,0.0313594397,0.5969436485,0.1852913085,1.9568527612
340115,Firsthealth Moore Regional Hospital,155 Memorial Drive,Pinehurst,28374,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",4706,401115328,89389413,74536181,6419,31674,32287,75.433701657,540,1549,1620,997,2499,2207,3719,750,24,60,51,102,965,3741,0.0121121972,0.1213344666,0.1821079473,0.182320442,0.3321291968,0.0420739482,0.3582660433,0.3327666808,0.0114747131,0.0244368891,0.0352741181,0.1132596685,0.3455163621,0.1946451339,0.4213769656,0.334679133,0.4337016575,0.4124521887,0.75,0.75,0.4725881853,0.192520187,0.0335741606,0.5915852104,0.1627709307,2.0160714061
340116,Frye Regional Medical Center,420 N Center St,Hickory,28601,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1588,176117263,26993765,22631130,2036,10023,10353,75.37279597,175,534,547,332,815,773,1476,67,12,,,18,323,1265,0.0113350126,0.1190176322,0.2222921914,0.1819899244,0.3822418136,0.064231738,0.3765743073,0.3507556675,0.0201511335,0.0220403023,0.0459697733,0.1064231738,0.40302267,0.1807304786,0.3828715365,0.3614609572,0.4187657431,0.3671284635,0.75,0.75,0.491813602,0.1366498741,0.0358942065,0.5012594458,0.1561712846,1.7633823455
340119,Atrium Health Stanly,301 Yadkin St,Albemarle,28001,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",740,46110845,12221720,10240958,1032,4818,4919,76.268918919,91,203,248,198,391,349,659,65,,,,,220,520,0.0121621622,0.1081081081,0.2472972973,0.2959459459,0.4040540541,0.0405405405,0.3783783784,0.3567567568,0.0148648649,0.0162162162,0.0554054054,0.1094594595,0.3743243243,0.1905405405,0.4472972973,0.3621621622,0.4445945946,0.4635135135,0.75,0.75,0.4945945946,0.1581081081,0.0378378378,0.4621621622,0.1905405405,1.8044630504
340120,Vidant Duplin  Hospital,401 N Main St,Kenansville,28349,NC,37,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",553,17629948,8514070,7257214,756,3556,3602,76.801084991,61,162,185,145,299,254,437,104,,,,,190,363,0.0126582278,0.1103074141,0.287522604,0.2857142857,0.383363472,0.0415913201,0.4014466546,0.3743218807,0.0144665461,0.0307414105,0.0650994575,0.1084990958,0.356238698,0.1699819168,0.47920434,0.3887884268,0.513562387,0.5244122966,0.75,0.75,0.5189873418,0.1591320072,0.0379746835,0.5714285714,0.2477396022,1.9472136348
340123,Randolph Hospital,364 White Oak Street,Asheboro,27204,NC,37,99,Unknown,522,42768688,8882665,7709011,670,3149,3190,75.308429119,83,141,166,132,287,235,479,25,,12,,,148,374,0.0134099617,0.1360153257,0.2049808429,0.2873563218,0.4846743295,0.0996168582,0.4980842912,0.4616858238,0.0076628352,0.0134099617,0.0689655172,0.1513409962,0.3180076628,0.1858237548,0.4176245211,0.4463601533,0.4846743295,0.398467433,0.75,0.75,0.4137931034,0.2318007663,0.030651341,0.7011494253,0.19348659,1.768576118
340126,Wilson Medical Center,1705 S Tarboro St,Wilson,27893,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1054,79779256,18427686,16159239,1455,7653,7752,75.478178368,143,310,345,256,556,498,709,328,,,,,353,701,0.0151802657,0.1138519924,0.220113852,0.2741935484,0.3330170778,0.0626185958,0.3510436433,0.3168880455,0.0151802657,0.0227703985,0.0787476281,0.1110056926,0.3415559772,0.1888045541,0.4525616698,0.4079696395,0.4857685009,0.5170777989,0.75,0.75,0.4734345351,0.1584440228,0.0284629981,0.4724857685,0.2258064516,2.2723102357
340127,Granville Health Systems,1010 College St,Oxford,27565,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",395,17398228,6151732,4943404,469,2212,2286,75.615189873,50,124,119,102,221,174,253,129,,,,,142,253,0.0101265823,0.1443037975,0.2405063291,0.3215189873,0.3037974684,0.0582278481,0.346835443,0.3139240506,0.0202531646,0.0202531646,0.0708860759,0.0936708861,0.253164557,0.1544303797,0.4050632911,0.3265822785,0.4151898734,0.3696202532,0.7291139241,0.75,0.3164556962,0.1316455696,0.017721519,0.4506329114,0.1696202532,1.6612471058
340129,Lake Norman Regional Medical Center,171 Fairview Road,Mooresville,28117,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",776,73908268,11593261,10246475,966,3711,3753,76.326030928,71,221,307,177,423,353,701,41,,13,,11,126,650,0.0090206186,0.131443299,0.175257732,0.2512886598,0.3981958763,0.0567010309,0.3711340206,0.3466494845,0.050257732,0.0154639175,0.0425257732,0.1043814433,0.3466494845,0.2409793814,0.3904639175,0.3530927835,0.3943298969,0.3711340206,0.75,0.75,0.3956185567,0.1507731959,0.0541237113,0.5567010309,0.1842783505,1.9126934929
340130,Atrium Health Union,600 Hospital Dr,Monroe,28112,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2103,145629765,32866514,26919426,2753,15534,16108,75.994769377,225,612,767,499,1142,961,1707,317,,37,,30,400,1703,0.00808369,0.1165002378,0.1849738469,0.2601046125,0.3390394674,0.0532572515,0.3718497385,0.3480741797,0.0152163576,0.0161673799,0.0437470281,0.1236329054,0.3661436044,0.1854493581,0.4346172135,0.3300047551,0.4436519258,0.4013314313,0.75,0.75,0.4355682359,0.1445553971,0.0494531621,0.4574417499,0.2339514979,1.9847331011
340131,Carolina East Medical Center,2000 Neuse Blvd,New Bern,28560,NC,37,2,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",3597,224734311,78102314,69105695,4981,26373,26607,75.01028635,415,1240,1245,697,1831,1766,2944,533,13,44,,,672,2925,0.008618293,0.1365026411,0.1971087017,0.1826522102,0.3219349458,0.0897970531,0.3666944676,0.338059494,0.0097303308,0.0241868224,0.0419794273,0.0995273839,0.3747567417,0.2110091743,0.4097859327,0.3653044204,0.4406449819,0.3919933278,0.75,0.75,0.449263275,0.1734778982,0.028912983,0.5590770086,0.1915485126,1.9897346698
340132,Maria Parham Medical Center,Po Box 59,Henderson,27536,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",760,43137732,11232823,9218249,1001,5269,5338,72.853947368,158,215,217,170,371,389,395,347,,,,,349,411,0.025,0.1815789474,0.2934210526,0.2697368421,0.3394736842,0.1421052632,0.3697368421,0.3368421053,0.0381578947,0.0447368421,0.0934210526,0.1342105263,0.3065789474,0.1960526316,0.4907894737,0.3631578947,0.4934210526,0.4486842105,0.75,0.75,0.3881578947,0.0907894737,0.0223684211,0.5171052632,0.2039473684,2.49016938
340133,Martin General Hospital,310 S Mccaskey Rd P O Box 1128,Williamston,27892,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",218,17561908,3439294,3086680,267,1420,1436,77.472477064,19,66,71,62,135,83,147,68,,,,,68,150,0.004587156,0.1009174312,0.2660550459,0.376146789,0.3899082569,0.0550458716,0.371559633,0.3486238532,0.0183486239,0.0137614679,0.0458715596,0.1651376147,0.3623853211,0.2110091743,0.4220183486,0.4403669725,0.4770642202,0.6009174312,0.75,0.75,0.4036697248,0.1513761468,0.0183486239,0.5917431193,0.1880733945,1.9110201453
340141,Novant Health New Hanover Regional Medical Center,2131 S 17th St Box 9000,Wilmington,28402,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7694,601248075,177483139,153860759,10190,57208,58176,75.633740577,668,2702,2863,1461,3926,3768,6535,895,32,77,,,1127,6567,0.0144268261,0.1540161165,0.1792305693,0.190018196,0.4259162984,0.0608266181,0.4308552119,0.4068105017,0.0181959969,0.0323628802,0.0321029374,0.10813621,0.3654795945,0.2213413049,0.4010917598,0.3038731479,0.405640759,0.3714582792,0.75,0.75,0.4863530023,0.1551858591,0.0482193917,0.5601767611,0.1891083962,1.8683264203
340142,Carteret General Hospital,3500 Arendell St,Morehead City,28557,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1634,53257051,27164775,24116989,2135,10350,10424,75.97123623,132,574,618,310,923,711,1499,76,,21,,28,272,1362,0.0104039168,0.1627906977,0.1995104039,0.1988984088,0.3463892289,0.0544675643,0.4008567931,0.3757649939,0.0208078335,0.0275397797,0.0263157895,0.0973072215,0.3665850673,0.1933904529,0.376376989,0.3445532436,0.4088127295,0.3341493268,0.7386780906,0.75,0.4492044064,0.1444308446,0.0318237454,0.5740514076,0.1817625459,1.6379993366
340143,Catawba Valley Medical Center,810 Fairgrove Church Rd,Hickory,28602,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1549,91488421,27911937,24748069,1980,9888,10062,74.83925113,202,508,507,332,844,705,1423,59,27,25,,,389,1160,0.0122659781,0.1265332473,0.2104583602,0.2285345384,0.4448030988,0.0677856682,0.4480309877,0.4202711427,0.0238863783,0.0200129116,0.0626210458,0.127178825,0.344738541,0.195610071,0.4299548096,0.3524854745,0.425435765,0.3337637185,0.75,0.75,0.3976759199,0.1859264041,0.0426081343,0.5648805681,0.1697869593,1.9842340937
340144,Davis Regional Medical Center,218 Old Mocksbville Rd Po Box 1823,Statesville,28687,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",151,8064908,2167343,1883516,176,890,909,67.496688742,52,35,37,27,83,68,116,28,,,,,75,76,0.0728476821,0.2251655629,0.3443708609,0.3046357616,0.5099337748,0.2715231788,0.5165562914,0.4569536424,0.0662251656,0.1059602649,0.2119205298,0.1655629139,0.3112582781,0.1523178808,0.3774834437,0.4105960265,0.4370860927,0.4238410596,0.6887417219,0.75,0.298013245,0.0794701987,0.0397350993,0.3973509934,0.1390728477,2.1877951921
340145,Atrium Health Lincoln,433 Mcalister Rd,Lincolnton,28092,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",972,54984368,16171509,13737892,1242,5668,5806,75.700617284,115,291,343,223,548,424,883,53,,24,,,266,706,0.0092592593,0.1193415638,0.2325102881,0.2520576132,0.4434156379,0.0864197531,0.4063786008,0.378600823,0.0216049383,0.0195473251,0.0617283951,0.103909465,0.3672839506,0.2016460905,0.4279835391,0.4125514403,0.4711934156,0.3971193416,0.75,0.75,0.4485596708,0.1728395062,0.037037037,0.5185185185,0.2263374486,1.8287221235
340147,Nash General Hospital,2460 Curtis Ellis Drive,Rocky Mount,27804,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2290,131896640,36463762,29654949,3228,15579,16200,73.087336245,408,754,703,425,1231,1059,1330,867,,26,,40,691,1599,0.0161572052,0.1340611354,0.2192139738,0.2122270742,0.3633187773,0.0794759825,0.3641921397,0.3384279476,0.0244541485,0.0270742358,0.0711790393,0.1240174672,0.2956331878,0.1737991266,0.5113537118,0.3161572052,0.4991266376,0.4545851528,0.75,0.75,0.4895196507,0.1349344978,0.0301310044,0.5449781659,0.2231441048,2.2090775404
340148,Novant Health Medical Park Hospital,1950 S Hawthorne Rd,Winston-Salem,27103,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",137,5500352,1606635,1239980,141,400,412,71.627737226,13,77,36,11,65,72,123,11,,,,,12,125,0.0218978102,0.0656934307,0.1532846715,0.0510948905,0.3138686131,0.0145985401,0.2481751825,0.2408759124,0.0145985401,0.0364963504,0,0.0948905109,0.1313868613,0.4160583942,0.2627737226,0.1094890511,0.2700729927,0.0729927007,0.75,0.7226277372,0.2189781022,0.1240875912,0.0218978102,0.4817518248,0.0218978102,0.9329772979
340151,Halifax Regional Medical Center Inc,250 Smith Church Rd,Roanoke Rapids,27870,NC,37,4,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",765,31901973,13246243,11182827,1030,6624,6772,75.112418301,90,269,253,153,445,320,444,309,,,,,270,495,0.0078431373,0.1555555556,0.2248366013,0.2575163399,0.3503267974,0.0509803922,0.3947712418,0.3699346405,0.0130718954,0.0156862745,0.0509803922,0.1163398693,0.3477124183,0.1908496732,0.491503268,0.3921568627,0.5071895425,0.4993464052,0.75,0.75,0.4836601307,0.1450980392,0.0392156863,0.6209150327,0.2352941176,2.5121452431
340155,Duke Regional Hospital,3643 N Roxboro Street,Durham,27704,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2319,152247487,47850865,39986978,3139,19167,19907,74.339801639,361,739,732,487,1337,982,1496,737,18,28,,,564,1755,0.0176800345,0.1349719707,0.178094006,0.2721000431,0.3635187581,0.0875377318,0.418283743,0.3833548944,0.0254420009,0.0314790858,0.070720138,0.1453212592,0.3134971971,0.1970677016,0.481673135,0.2686502803,0.4726175075,0.412246658,0.75,0.75,0.3997412678,0.1979301423,0.035360069,0.581716257,0.176800345,2.2771689781
340156,Cherokee Indian Hospital Authority,Caller Box C268,Cherokee,28719,NC,37,10,"Rural areas: primary flow to a tract outside a urbanized area of 50,000 and greater or UC",95,3343312,1570315,1449409,120,816,816,72.421052632,15,36,29,15,53,42,,,,,86,,23,72,0.0105263158,0.1789473684,0.3052631579,0.2526315789,0.2947368421,0.0315789474,0.3157894737,0.2842105263,0.0105263158,0.0526315789,0.0526315789,0.1473684211,0.2736842105,0.1473684211,0.3684210526,0.3894736842,0.6421052632,0.3368421053,0.5894736842,0.75,0.3157894737,0.1368421053,0.0421052632,0.3684210526,0.1157894737,1.8990655633
340158,Novant Health Brunswick Medical Center,1 Medical Center Dr  Po Box 139,Supply,28462,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1335,71127350,18951679,16494411,1679,7169,7235,76.125842697,90,476,535,234,671,664,1225,63,,19,,22,175,1160,0.0112359551,0.138576779,0.1850187266,0.1767790262,0.3632958801,0.0584269663,0.3820224719,0.3602996255,0.0082397004,0.0239700375,0.0314606742,0.1108614232,0.404494382,0.2247191011,0.404494382,0.3580524345,0.4104868914,0.3940074906,0.75,0.75,0.4441947566,0.1632958801,0.0337078652,0.6014981273,0.1445692884,1.7685928379
340159,Person Memorial Hospital,615 Ridge Rd,Roxboro,27573,NC,37,7,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",174,10176585,2716203,2350046,217,754,793,76.586206897,22,50,49,53,96,78,143,26,,,,,64,110,0.0172413793,0.1609195402,0.224137931,0.3620689655,0.4770114943,0.091954023,0.4540229885,0.4022988506,0.0287356322,0.0402298851,0.0344827586,0.1379310345,0.3333333333,0.1896551724,0.4597701149,0.4137931034,0.4885057471,0.4425287356,0.75,0.75,0.4252873563,0.1494252874,0.0402298851,0.591954023,0.1781609195,1.884164272
340166,Atrium Health University City,8800 North Tyron Street,Charlotte,28262,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",950,63770244,15965191,13130349,1188,6970,7223,71.818947368,189,319,285,157,496,454,462,404,26,41,,,277,673,0.0094736842,0.1484210526,0.2031578947,0.2536842105,0.3368421053,0.0578947368,0.3610526316,0.3410526316,0.02,0.0263157895,0.0631578947,0.1294736842,0.2557894737,0.2010526316,0.4463157895,0.2863157895,0.4873684211,0.3557894737,0.7494736842,0.75,0.3463157895,0.1094736842,0.0357894737,0.4315789474,0.2136842105,2.2473374336
340168,Wilmington Treatment Center,2520 Troy Drive,Wilmington,28401,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",397,2874250,2762078,2133951,505,2023,2048,55.025188917,,119,14,,120,277,267,94,,,,19,217,180,0.1385390428,0.75,0.725440806,0.0352644836,0.75,0.4105793451,0.75,0.75,0.1385390428,0.3400503778,0.2392947103,0.0982367758,0.0755667506,0.0579345088,0.0931989924,0.1889168766,0.2090680101,0.0831234257,0.4307304786,0.6146095718,0.1158690176,0.0176322418,0.0125944584,0.2846347607,0.0377833753,1.303919543
340171,Novant Health Matthews Medical Center,1500 Matthews Twnshp Prkwy Box 3310,Matthews,28106,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1737,114724508,24763373,21125393,2195,12675,12887,78.32642487,110,496,624,507,974,763,1485,165,18,39,,,205,1532,0.0097869891,0.1047783535,0.1208981002,0.2389176742,0.3540587219,0.0748416811,0.3724812896,0.3540587219,0.0126655153,0.0178468624,0.0402993667,0.1358664364,0.3747841105,0.2147380541,0.4893494531,0.2993667242,0.3753598158,0.4093264249,0.75,0.75,0.4847438112,0.1917098446,0.0437535982,0.5906735751,0.1727115717,1.7792222446
340173,Wakemed,1900 Kildare Farm Road,Cary,27518,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2595,174290964,34737978,27880994,3344,17215,17737,77.337957611,211,720,945,719,1525,1070,2138,248,73,57,,,309,2286,0.0115606936,0.0963391137,0.1394990366,0.2535645472,0.4007707129,0.0558766859,0.4,0.3645472062,0.0181117534,0.0200385356,0.0450867052,0.1387283237,0.3768786127,0.225433526,0.4292870906,0.2670520231,0.3741811175,0.3834296724,0.75,0.75,0.4300578035,0.2057803468,0.0431599229,0.5410404624,0.1973025048,1.8016906356
340183,Novant Health Huntersville Medical Center,10030 Gilead Road,Huntersville,28078,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1412,88254713,21430863,17984557,1851,8724,8815,77.436968839,80,427,557,348,788,624,1154,181,18,29,,,153,1259,0.0099150142,0.1274787535,0.1423512748,0.2485835694,0.3696883853,0.0439093484,0.3852691218,0.3675637394,0.0148725212,0.0177053824,0.0347025496,0.1218130312,0.3703966006,0.2131728045,0.4199716714,0.2917847025,0.421388102,0.388101983,0.75,0.75,0.4277620397,0.1954674221,0.0424929178,0.5658640227,0.183427762,1.7280308236
340184,Haywood Regional Medical Center,262 Leroy George Drive,Clyde,28721,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1103,56806667,15307345,12776120,1383,6202,6239,75.221214869,146,331,363,263,603,500,1040,,,13,24,16,257,846,0.0181323663,0.1804170444,0.2647325476,0.202175884,0.4233907525,0.0770625567,0.4605621034,0.4288304624,0.0417044424,0.0407978241,0.0652765186,0.109700816,0.3354487761,0.1804170444,0.3472348141,0.3408884859,0.3798730734,0.352674524,0.7298277425,0.75,0.3816863101,0.1758839529,0.0344514959,0.491387126,0.1441523119,1.617827002
340187,Davie Medical Center,329 Nc Hwy 801 N,Bermuda Run,27006,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,15156607,4649624,3604817,472,1227,1303,75.910025707,35,129,140,85,232,157,348,25,,,,14,51,338,0.0179948586,0.1053984576,0.1593830334,0.2236503856,0.442159383,0.0719794344,0.4910025707,0.4498714653,0.0154241645,0.0257069409,0.0359897172,0.1413881748,0.3033419023,0.1799485861,0.3984575835,0.3187660668,0.3753213368,0.3856041131,0.75,0.75,0.4138817481,0.205655527,0.0385604113,0.6246786632,0.1516709512,1.7187805688
340188,Cape Fear Valley Hoke Hospital,210 Medical Pavilion Drive,Raeford,28376,NC,37,1,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",388,11439412,5109972,4403374,435,1350,1364,74.322164948,69,105,138,76,248,140,236,124,,11,,,92,296,0.0180412371,0.1134020619,0.2010309278,0.2164948454,0.3762886598,0.0567010309,0.3530927835,0.324742268,0.0103092784,0.0644329897,0.0412371134,0.1778350515,0.3092783505,0.1391752577,0.4639175258,0.4149484536,0.587628866,0.4381443299,0.75,0.75,0.4742268041,0.175257732,0.0283505155,0.6211340206,0.1829896907,1.6286979486
